 INFO  Accepting connections at http://localhost:3000
 HTTP  2025/5/31 11:52:39 ::1 GET /script.js
 HTTP  2025/5/31 11:52:39 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:39 ::1 GET /
 HTTP  2025/5/31 11:52:39 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 11:52:39 ::1 GET /styles.css
 HTTP  2025/5/31 11:52:39 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:39 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 11:52:39 ::1 GET /kexin.jpg
 HTTP  2025/5/31 11:52:39 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:39 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:39 ::1 GET /script.js
 HTTP  2025/5/31 11:52:39 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 11:52:42 ::1 GET /
 HTTP  2025/5/31 11:52:42 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:42 ::1 GET /styles.css
 HTTP  2025/5/31 11:52:42 ::1 GET /kexin.jpg
 HTTP  2025/5/31 11:52:42 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:42 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:42 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 11:52:42 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 11:52:42 ::1 GET /script.js
 HTTP  2025/5/31 11:52:42 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:43 ::1 GET /
 HTTP  2025/5/31 11:52:43 ::1 Returned 304 in 2 ms
 HTTP  2025/5/31 11:52:43 ::1 GET /styles.css
 HTTP  2025/5/31 11:52:43 ::1 GET /kexin.jpg
 HTTP  2025/5/31 11:52:43 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 11:52:43 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:43 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 11:52:43 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 11:52:43 ::1 GET /script.js
 HTTP  2025/5/31 11:52:43 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:44 ::1 GET /
 HTTP  2025/5/31 11:52:44 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:44 ::1 GET /styles.css
 HTTP  2025/5/31 11:52:44 ::1 GET /kexin.jpg
 HTTP  2025/5/31 11:52:44 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 11:52:44 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:44 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:44 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:44 ::1 GET /script.js
 HTTP  2025/5/31 11:52:44 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 12:00:20 ::1 GET /
 HTTP  2025/5/31 12:00:20 ::1 Returned 200 in 25 ms
 HTTP  2025/5/31 12:00:20 ::1 GET /styles.css
 HTTP  2025/5/31 12:00:20 ::1 Returned 200 in 1 ms
 HTTP  2025/5/31 12:00:20 ::1 GET /kexin.jpg
 HTTP  2025/5/31 12:00:20 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 12:00:20 ::1 Returned 304 in 3 ms
 HTTP  2025/5/31 12:00:20 ::1 Returned 304 in 5 ms
 HTTP  2025/5/31 12:00:20 ::1 GET /script.js
 HTTP  2025/5/31 12:00:20 ::1 Returned 200 in 5 ms
 HTTP  2025/5/31 12:00:21 ::1 GET /
 HTTP  2025/5/31 12:00:21 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 12:00:21 ::1 GET /styles.css
 HTTP  2025/5/31 12:00:21 ::1 GET /kexin.jpg
 HTTP  2025/5/31 12:00:21 ::1 Returned 304 in 2 ms
 HTTP  2025/5/31 12:00:21 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 12:00:21 ::1 GET /script.js
 HTTP  2025/5/31 12:00:21 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 12:00:21 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 12:00:21 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 12:00:34 ::1 GET /
 HTTP  2025/5/31 12:00:34 ::1 Returned 200 in 6 ms
 HTTP  2025/5/31 12:00:34 ::1 GET /styles.css
 HTTP  2025/5/31 12:00:34 ::1 GET /kexin.jpg
 HTTP  2025/5/31 12:00:34 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 12:00:34 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 12:00:34 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 12:00:34 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 12:00:34 ::1 GET /script.js
 HTTP  2025/5/31 12:00:34 ::1 Returned 200 in 0 ms
 HTTP  2025/5/31 12:13:17 ::1 GET /
 HTTP  2025/5/31 12:13:17 ::1 Returned 304 in 22 ms
 HTTP  2025/5/31 12:13:17 ::1 GET /styles.css
 HTTP  2025/5/31 12:13:17 ::1 Returned 200 in 9 ms
 HTTP  2025/5/31 12:13:17 ::1 GET /kexin.jpg
 HTTP  2025/5/31 12:13:17 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 12:13:17 ::1 Returned 304 in 2 ms
 HTTP  2025/5/31 12:13:17 ::1 Returned 304 in 3 ms
 HTTP  2025/5/31 12:13:17 ::1 GET /script.js
 HTTP  2025/5/31 12:13:17 ::1 Returned 304 in 3 ms
 HTTP  2025/5/31 12:14:06 ::1 GET /
 HTTP  2025/5/31 12:14:06 ::1 Returned 304 in 7 ms
 HTTP  2025/5/31 12:14:06 ::1 GET /styles.css
 HTTP  2025/5/31 12:14:06 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 12:14:06 ::1 GET /kexin.jpg
 HTTP  2025/5/31 12:14:06 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 12:14:06 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 12:14:06 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 12:14:06 ::1 GET /script.js
 HTTP  2025/5/31 12:14:06 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 12:24:48 ::1 GET /
 HTTP  2025/5/31 12:24:48 ::1 Returned 200 in 13 ms
 HTTP  2025/5/31 12:24:48 ::1 GET /src/main.tsx
 HTTP  2025/5/31 12:24:48 ::1 Returned 200 in 2 ms
 HTTP  2025/5/31 12:24:52 ::1 GET /
 HTTP  2025/5/31 12:24:52 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 12:24:52 ::1 GET /src/main.tsx
 HTTP  2025/5/31 12:24:52 ::1 Returned 304 in 0 ms
